subgraph id = 238
Nreal : 54
=================================
Full list of 54 members:

2	30	31	
3	30	31	
3	31	60	
3	30	60	
8	16	48	
8	48	49	
8	48	56	
8	48	57	
8	16	19	
8	16	49	
8	16	50	
8	16	57	
8	56	57	
10	30	33	
10	31	33	
10	19	54	
10	30	31	
15	16	48	
15	48	49	
15	16	49	
15	17	49	
15	16	17	
16	17	49	
16	48	49	
16	48	57	
16	17	19	
16	17	50	
16	17	54	
16	17	58	
16	50	54	
16	50	58	
16	19	54	
16	54	58	
17	30	33	
17	31	33	
17	50	54	
17	50	58	
17	19	54	
17	54	58	
17	30	31	
30	31	33	
30	56	57	
30	31	60	
47	48	57	
47	48	63	
48	49	63	
48	56	63	
48	56	57	
50	54	58	
50	54	63	
54	56	63	
54	58	59	
58	59	62	
60	62	63	

