subgraph id = 46
Nreal : 210
=================================
Full list of 210 members:

10	54	8	
17	54	8	
17	58	8	
19	52	2	
19	53	2	
19	54	2	
46	63	33	
46	63	3	
46	63	8	
46	63	25	
46	63	30	
46	63	31	
47	63	33	
47	63	3	
47	48	4	
47	57	4	
47	48	25	
47	48	30	
47	48	31	
47	48	34	
47	63	8	
47	57	25	
47	57	31	
47	63	25	
47	63	30	
47	63	31	
48	49	4	
48	56	4	
48	57	4	
48	63	25	
48	63	30	
48	63	31	
48	49	34	
48	49	25	
48	49	30	
48	49	31	
48	57	25	
48	57	31	
48	56	25	
48	56	31	
49	63	25	
49	63	30	
49	63	31	
50	54	30	
50	54	31	
50	58	30	
50	58	31	
50	63	30	
50	63	31	
53	63	33	
53	63	8	
53	63	25	
53	63	30	
53	63	31	
54	58	33	
54	59	33	
54	63	33	
54	56	4	
54	58	4	
54	59	4	
54	58	8	
54	59	8	
54	61	8	
54	63	8	
54	63	25	
54	63	30	
54	63	31	
54	56	25	
54	56	31	
54	58	25	
54	59	25	
54	61	25	
54	58	30	
54	58	31	
54	59	30	
54	59	31	
54	61	30	
54	61	31	
56	57	4	
56	57	25	
56	57	31	
56	63	25	
56	63	31	
58	59	33	
58	62	33	
58	59	4	
58	59	8	
58	62	8	
58	62	25	
58	62	30	
58	62	31	
58	62	56	
58	59	56	
58	59	25	
58	59	30	
58	59	31	
59	62	33	
59	62	8	
59	62	50	
59	62	25	
59	62	30	
59	62	31	
59	62	56	
60	62	50	
60	62	25	
60	62	54	
60	63	25	
62	63	33	
62	63	8	
62	63	25	
62	63	30	
62	63	31	
3	60	50	
3	60	48	
4	50	19	
4	50	30	
4	50	31	
8	48	30	
8	48	31	
8	49	30	
8	49	31	
8	50	30	
8	50	31	
8	56	31	
8	57	31	
15	48	30	
15	48	31	
15	48	34	
15	49	34	
15	49	30	
15	49	31	
16	54	33	
16	58	33	
16	48	34	
16	49	34	
16	49	30	
16	49	31	
16	48	30	
16	48	31	
16	50	30	
16	50	31	
16	54	30	
16	54	31	
16	58	56	
16	57	31	
16	58	30	
16	58	31	
17	50	48	
17	58	56	
19	52	25	
19	52	30	
19	52	31	
19	53	25	
19	53	30	
19	53	31	
19	54	25	
19	54	30	
19	54	31	
47	57	54	
48	57	54	
50	58	56	
8	16	33	
8	16	30	
8	16	31	
8	19	30	
8	19	31	
10	33	50	
10	19	56	
10	19	57	
15	48	54	
15	48	58	
15	16	34	
15	16	33	
15	49	54	
15	49	56	
15	49	57	
15	49	58	
15	16	30	
15	16	31	
15	16	56	
15	17	56	
15	17	57	
16	49	56	
16	17	56	
16	50	56	
16	19	30	
16	19	31	
16	19	56	
17	33	60	
17	49	56	
17	49	57	
17	50	56	
17	50	57	
17	19	56	
17	19	57	
17	58	60	
19	52	56	
19	52	57	
19	52	58	
19	52	63	
19	53	56	
19	53	58	
47	48	54	
47	57	60	
48	49	54	
48	49	58	
48	57	58	
56	57	60	
58	59	63	
58	59	60	

